ID_Cliente,Nome_Cliente,Segmento,Porte,Data_Contrato,Data_Servico,Tipo_Servico,Valor,Status_Pagamento,Responsavel,NPS,Custo_Operacional,Margem_Lucro
Cliente_99,Fábrica Laticínios,Educação,Grande,2020-09-12,2023-09-18,Balanço Patrimonial,16046.83,Atrasado,Fernanda Lima,7,5803.72,63.83
Cliente_90,Pizzaria Delícia,Tecnologia,Pequeno,2020-02-18,2025-01-21,Escrituração Contábil,1570.42,Atrasado,José Pereira,9,488.98,68.86
Cliente_10,Padaria Delícia,Entretenimento,Médio,2023-01-03,2023-02-27,Declaração IR,4168.94,Atrasado,Carlos Oliveira,10,1792.26,57.01
Cliente_3,Empresa Telemarketing,Alimentação,Pequeno,2020-03-02,2022-05-08,Imposto de Renda PJ,865.59,Atrasado,Carlos Oliveira,7,352.56,59.27
Cliente_65,Fábrica Laticínios,Serviços,Médio,2023-09-08,2023-12-25,Consultoria Tributária,5504.63,Atrasado,Roberto Alves,7,2434.13,55.78
Cliente_69,Fábrica Laticínios,Agronegócio,Pequeno,2020-05-30,2021-08-23,Declaração IR,1864.44,Atrasado,José Pereira,9,1094.83,41.28
Cliente_2,Papelaria Escolar,Indústria,Grande,2020-07-28,2023-09-04,Consultoria Contábil,7721.89,Pendente,Carlos Oliveira,9,2803.17,63.7
Cliente_95,Joalheria Brilhante,Alimentação,Grande,2022-11-13,2025-05-26,Escrituração Contábil,10339.28,Atrasado,Carlos Oliveira,9,3704.54,64.17
Cliente_24,SPA Relaxamento,Alimentação,Grande,2022-03-28,2022-07-17,Consultoria Contábil,16187.99,Atrasado,Roberto Alves,9,5333.31,67.05
Cliente_93,Construbem,Serviços,Médio,2020-12-31,2024-04-03,Planejamento Tributário,5525.85,Atrasado,Fernanda Lima,8,2184.57,60.47
Cliente_58,Doceria Gourmet,Entretenimento,Grande,2023-02-12,2024-01-14,Análise Financeira,10577.9,Pendente,Pedro Martins,8,3188.7,69.86
Cliente_32,Serralheria Metal,Serviços,Grande,2021-09-03,2022-11-30,Escrituração Contábil,11178.86,Pendente,José Pereira,10,4847.24,56.64
Cliente_100,Serralheria Metal,Saúde,Grande,2022-04-16,2024-01-01,Planejamento Tributário,22463.23,Atrasado,Roberto Alves,8,8512.9,62.1
Cliente_81,Seguradora Proteção,Comércio Varejista,Médio,2023-04-07,2023-06-24,Escrituração Contábil,1676.82,Atrasado,Maria Santos,8,958.96,42.81
Cliente_71,Sorveteria Gelada,Educação,Médio,2020-11-19,2022-05-06,Balanço Patrimonial,4374.12,Pendente,Pedro Martins,9,1487.92,65.98
Cliente_65,Fábrica Laticínios,Serviços,Médio,2023-09-08,2025-02-11,Contabilidade Fiscal,3750.54,Atrasado,Roberto Alves,8,1977.14,47.28
Cliente_18,Borracharia Pneus,Saúde,Grande,2023-11-10,2025-02-08,Declaração IR,15214.48,Atrasado,José Pereira,9,4748.83,68.79
Cliente_98,Ateliê Costura,Alimentação,Pequeno,2023-09-22,2025-02-02,Abertura de Empresa,839.16,Pago,Roberto Alves,9,349.45,58.36
Cliente_59,Salão Beleza Total,Tecnologia,Médio,2021-03-21,2021-06-24,Folha de Pagamento,2387.93,Pendente,Ana Silva,9,1130.9,52.64
Cliente_73,Assessoria Contábil,Transporte,Médio,2023-09-20,2024-03-16,Regularização Fiscal,5616.13,Atrasado,Carlos Oliveira,8,2554.84,54.51
Cliente_46,Lavanderia Express,Transporte,Pequeno,2023-03-15,2024-03-02,Planejamento Tributário,3454.27,Atrasado,Pedro Martins,9,1255.47,63.65
Cliente_24,SPA Relaxamento,Alimentação,Grande,2022-03-28,2023-02-13,Auditoria,22825.62,Atrasado,Roberto Alves,10,10127.87,55.63
Cliente_76,Buffet Festas,Financeiro,Grande,2021-06-24,2022-05-20,Imposto de Renda PJ,7715.78,Atrasado,Pedro Martins,7,4376.69,43.28
Cliente_19,Loja Informática,Educação,Pequeno,2021-04-14,2021-08-06,Declaração IR,1086.03,Atrasado,Ana Silva,9,634.43,41.58
Cliente_28,Borracharia Pneus,Agronegócio,Médio,2022-12-19,2024-03-22,Análise Financeira,7849.55,Pendente,Fernanda Lima,8,3822.44,51.3
Cliente_66,Depósito Materiais,Tecnologia,Grande,2021-10-05,2023-03-30,Declaração IR,11648.96,Atrasado,José Pereira,7,3552.57,69.5
Cliente_67,Depósito Materiais,Alimentação,Pequeno,2023-10-07,2025-03-06,Imposto de Renda PJ,1573.94,Atrasado,Fernanda Lima,7,516.18,67.2
Cliente_85,Fábrica Laticínios,Entretenimento,Pequeno,2021-04-29,2022-01-20,Análise Financeira,2169.08,Atrasado,Maria Santos,7,1104.7,49.07
Cliente_55,Floricultura Jardim,Indústria,Médio,2022-09-21,2023-05-13,Demonstrativo de Resultado,5025.19,Pago,Pedro Martins,7,2149.01,57.24
Cliente_33,Salão Beleza Total,Educação,Pequeno,2023-01-09,2024-05-11,Demonstrativo de Resultado,1004.0,Atrasado,Ana Silva,7,475.29,52.66
Cliente_16,Companhia Saneamento,Financeiro,Grande,2020-05-26,2023-04-25,Folha de Pagamento,10244.07,Atrasado,Maria Santos,9,3876.26,62.16
Cliente_69,Fábrica Laticínios,Agronegócio,Pequeno,2020-05-30,2022-10-14,Análise Financeira,1763.09,Pendente,José Pereira,10,623.46,64.64
Cliente_72,Seguradora Proteção,Entretenimento,Médio,2023-06-06,2024-12-25,Planejamento Tributário,5775.94,Pendente,Ana Silva,7,3028.58,47.57
Cliente_58,Doceria Gourmet,Entretenimento,Grande,2023-02-12,2025-04-23,Escrituração Contábil,9594.33,Pago,Pedro Martins,7,3340.95,65.18
Cliente_82,Frutaria Natural,Indústria,Pequeno,2021-09-23,2021-10-03,Demonstrativo de Resultado,691.25,Atrasado,Roberto Alves,7,333.67,51.73
Cliente_93,Construbem,Serviços,Médio,2020-12-31,2023-02-26,Regularização Fiscal,6175.21,Pago,Fernanda Lima,8,3038.74,50.79
Cliente_57,TechSolutions Ltda,Alimentação,Médio,2022-07-20,2022-08-10,Abertura de Empresa,6749.56,Atrasado,Fernanda Lima,8,3270.55,51.54
Cliente_87,Churrascaria Fogo,Financeiro,Grande,2021-05-23,2021-08-04,Auditoria,14455.41,Atrasado,Fernanda Lima,10,6094.91,57.84
Cliente_26,Restaurante Sabor,Serviços,Pequeno,2023-07-09,2024-12-20,Folha de Pagamento,1228.96,Pendente,Maria Santos,9,496.8,59.58
Cliente_36,Transportadora Entregas,Serviços,Pequeno,2022-09-22,2023-05-11,Análise Financeira,2803.1,Atrasado,Carlos Oliveira,7,1264.06,54.9
Cliente_44,Ótica Visual,Serviços,Pequeno,2021-11-07,2022-07-04,Demonstrativo de Resultado,1478.89,Atrasado,Carlos Oliveira,10,693.53,53.1
Cliente_99,Fábrica Laticínios,Educação,Grande,2020-09-12,2022-01-23,Demonstrativo de Resultado,14028.31,Atrasado,Fernanda Lima,9,4492.79,67.97
Cliente_82,Frutaria Natural,Indústria,Pequeno,2021-09-23,2022-12-18,Imposto de Renda PJ,2108.64,Pendente,Roberto Alves,9,789.64,62.55
Cliente_12,Construtora Edificações,Tecnologia,Grande,2020-05-22,2022-08-17,Imposto de Renda PJ,13814.37,Atrasado,Ana Silva,9,4901.83,64.52
Cliente_96,Laboratório Análises,Agronegócio,Pequeno,2021-06-05,2025-04-04,Abertura de Empresa,2012.36,Atrasado,Ana Silva,8,1108.61,44.91
Cliente_46,Lavanderia Express,Transporte,Pequeno,2023-03-15,2023-08-21,Demonstrativo de Resultado,749.77,Pendente,Pedro Martins,7,415.67,44.56
Cliente_48,Imobiliária Casa Nova,Financeiro,Médio,2021-12-26,2023-10-02,Planejamento Tributário,8424.18,Pendente,Juliana Costa,9,3532.8,58.06
Cliente_97,Cooperativa Agronegócio,Alimentação,Pequeno,2022-11-30,2024-07-12,Declaração IR,703.15,Atrasado,José Pereira,8,307.39,56.28
Cliente_16,Companhia Saneamento,Financeiro,Grande,2020-05-26,2024-04-25,Balanço Patrimonial,6268.75,Atrasado,Maria Santos,9,2232.59,64.39
Cliente_34,Frigorífico Carnes,Educação,Médio,2020-02-09,2021-06-08,Consultoria Tributária,6908.95,Pendente,Carlos Oliveira,9,2829.38,59.05
Cliente_52,Oficina Mecânica Rápida,Alimentação,Pequeno,2021-07-24,2023-02-16,Planejamento Tributário,1383.28,Atrasado,Pedro Martins,8,645.44,53.34
Cliente_49,Churrascaria Fogo,Construção,Grande,2020-04-20,2021-05-26,Declaração IR,10531.01,Atrasado,Carlos Oliveira,9,5640.41,46.44
Cliente_39,Lavanderia Express,Transporte,Grande,2023-11-13,2024-07-26,Balanço Patrimonial,7262.38,Atrasado,José Pereira,7,3158.82,56.5
Cliente_43,Empresa Telemarketing,Tecnologia,Pequeno,2020-05-25,2021-11-08,Auditoria,2016.05,Atrasado,Ana Silva,8,953.7,52.69
Cliente_84,Assessoria Contábil,Serviços,Médio,2023-02-20,2024-12-15,Balanço Patrimonial,5838.68,Pendente,Juliana Costa,7,2419.09,58.57
Cliente_37,Funerária Paz,Indústria,Pequeno,2023-09-13,2024-12-30,Imposto de Renda PJ,2941.03,Atrasado,Pedro Martins,10,1631.3,44.53
Cliente_10,Padaria Delícia,Entretenimento,Médio,2023-01-03,2023-03-25,Declaração IR,3677.04,Atrasado,Carlos Oliveira,10,1964.61,46.57
Cliente_47,Sorveteria Gelada,Construção,Médio,2021-01-24,2025-04-04,Análise Financeira,5741.2,Atrasado,Carlos Oliveira,9,3342.13,41.79
Cliente_90,Pizzaria Delícia,Tecnologia,Pequeno,2020-02-18,2024-05-02,Contabilidade Fiscal,887.13,Atrasado,José Pereira,10,405.59,54.28
Cliente_11,Borracharia Pneus,Serviços,Grande,2021-08-23,2022-03-23,Consultoria Tributária,25200.91,Pendente,Roberto Alves,10,12296.64,51.21
Cliente_17,Funerária Paz,Entretenimento,Pequeno,2020-11-30,2023-11-13,Consultoria Contábil,1228.04,Atrasado,Pedro Martins,9,570.5,53.54
Cliente_18,Borracharia Pneus,Saúde,Grande,2023-11-10,2025-05-15,Declaração IR,16117.83,Atrasado,José Pereira,9,9230.31,42.73
Cliente_62,Loja Fashion,Transporte,Pequeno,2021-01-15,2024-01-25,Abertura de Empresa,2437.59,Atrasado,Carlos Oliveira,8,982.75,59.68
Cliente_61,Loja Fashion,Comércio Varejista,Grande,2022-09-03,2024-03-03,Folha de Pagamento,9641.25,Pendente,Maria Santos,8,5196.93,46.1
Cliente_71,Sorveteria Gelada,Educação,Médio,2020-11-19,2022-12-24,Abertura de Empresa,5150.58,Atrasado,Pedro Martins,10,1886.03,63.38
Cliente_11,Borracharia Pneus,Serviços,Grande,2021-08-23,2024-01-04,Imposto de Renda PJ,20953.63,Atrasado,Roberto Alves,9,8881.64,57.61
Cliente_9,Borracharia Pneus,Serviços,Médio,2021-12-05,2022-12-13,Declaração IR,4478.95,Atrasado,Fernanda Lima,7,1548.13,65.44
Cliente_69,Fábrica Laticínios,Agronegócio,Pequeno,2020-05-30,2020-07-14,Declaração IR,2321.25,Atrasado,José Pereira,7,1040.09,55.19
Cliente_44,Ótica Visual,Serviços,Pequeno,2021-11-07,2024-03-16,Consultoria Tributária,3140.46,Atrasado,Carlos Oliveira,8,994.93,68.32
Cliente_100,Serralheria Metal,Saúde,Grande,2022-04-16,2024-06-27,Contabilidade Fiscal,13259.36,Atrasado,Roberto Alves,8,5508.46,58.46
Cliente_57,TechSolutions Ltda,Alimentação,Médio,2022-07-20,2023-12-08,Escrituração Contábil,2147.94,Atrasado,Fernanda Lima,10,1083.49,49.56
Cliente_40,Associação Comercial,Saúde,Médio,2023-10-07,2024-09-01,Declaração IR,2562.55,Atrasado,Roberto Alves,8,1045.85,59.19
Cliente_7,Clínica Odontológica Sorriso,Entretenimento,Médio,2021-11-27,2023-02-16,Contabilidade Fiscal,3496.93,Atrasado,Fernanda Lima,8,1058.45,69.73
Cliente_6,Papelaria Escolar,Construção,Grande,2021-07-23,2024-10-25,Demonstrativo de Resultado,7595.13,Atrasado,Ana Silva,9,4399.51,42.07
Cliente_98,Ateliê Costura,Alimentação,Pequeno,2023-09-22,2023-11-22,Folha de Pagamento,761.71,Atrasado,Roberto Alves,9,412.59,45.83
Cliente_57,TechSolutions Ltda,Alimentação,Médio,2022-07-20,2023-08-19,Folha de Pagamento,2655.71,Atrasado,Fernanda Lima,9,1229.12,53.72
Cliente_63,Frigorífico Carnes,Serviços,Grande,2021-04-26,2022-05-19,Análise Financeira,18832.39,Pendente,Juliana Costa,8,6038.85,67.93
Cliente_20,Joalheria Brilhante,Alimentação,Médio,2020-05-15,2022-11-21,Consultoria Tributária,6884.73,Pendente,José Pereira,7,3345.43,51.41
Cliente_47,Sorveteria Gelada,Construção,Médio,2021-01-24,2024-07-17,Abertura de Empresa,3494.66,Atrasado,Carlos Oliveira,8,1691.11,51.61
Cliente_42,Papelaria Escolar,Serviços,Médio,2020-02-13,2022-06-01,Imposto de Renda PJ,2911.9,Pago,José Pereira,8,1636.63,43.8
Cliente_26,Restaurante Sabor,Serviços,Pequeno,2023-07-09,2023-10-26,Planejamento Tributário,1462.77,Atrasado,Maria Santos,9,460.37,68.53
Cliente_29,Corretora Investimentos,Comércio Varejista,Grande,2020-08-22,2024-01-14,Escrituração Contábil,6367.68,Atrasado,Fernanda Lima,7,2599.78,59.17
Cliente_96,Laboratório Análises,Agronegócio,Pequeno,2021-06-05,2023-10-04,Consultoria Contábil,1506.38,Atrasado,Ana Silva,9,487.13,67.66
Cliente_28,Borracharia Pneus,Agronegócio,Médio,2022-12-19,2024-06-02,Contabilidade Fiscal,2527.76,Atrasado,Fernanda Lima,8,1181.8,53.25
Cliente_72,Seguradora Proteção,Entretenimento,Médio,2023-06-06,2024-08-04,Escrituração Contábil,3495.19,Pendente,Ana Silva,8,1879.5,46.23
Cliente_71,Sorveteria Gelada,Educação,Médio,2020-11-19,2023-02-19,Balanço Patrimonial,3180.22,Atrasado,Pedro Martins,9,1760.11,44.65
Cliente_53,Sorveteria Gelada,Serviços,Médio,2023-02-01,2025-03-24,Imposto de Renda PJ,5922.51,Pendente,Carlos Oliveira,9,2416.4,59.2
Cliente_58,Doceria Gourmet,Entretenimento,Grande,2023-02-12,2024-05-15,Regularização Fiscal,12046.06,Pendente,Pedro Martins,7,4699.17,60.99
Cliente_29,Corretora Investimentos,Comércio Varejista,Grande,2020-08-22,2021-11-04,Consultoria Contábil,23045.95,Pago,Fernanda Lima,8,7565.67,67.17
Cliente_59,Salão Beleza Total,Tecnologia,Médio,2021-03-21,2023-03-19,Declaração IR,3522.77,Atrasado,Ana Silva,10,1658.24,52.93
Cliente_28,Borracharia Pneus,Agronegócio,Médio,2022-12-19,2025-01-08,Contabilidade Fiscal,4663.95,Atrasado,Fernanda Lima,7,2232.02,52.14
Cliente_39,Lavanderia Express,Transporte,Grande,2023-11-13,2023-12-21,Escrituração Contábil,12493.18,Pendente,José Pereira,10,5309.06,57.5
Cliente_16,Companhia Saneamento,Financeiro,Grande,2020-05-26,2025-04-11,Demonstrativo de Resultado,10940.52,Pago,Maria Santos,10,3459.81,68.38
Cliente_68,Assistência Técnica,Educação,Pequeno,2020-01-20,2020-04-13,Auditoria,2473.5,Pendente,Pedro Martins,10,1462.61,40.87
Cliente_97,Cooperativa Agronegócio,Alimentação,Pequeno,2022-11-30,2024-07-31,Análise Financeira,1968.84,Atrasado,José Pereira,7,914.42,53.56
Cliente_34,Frigorífico Carnes,Educação,Médio,2020-02-09,2020-08-01,Regularização Fiscal,6810.02,Atrasado,Carlos Oliveira,8,3189.47,53.17
Cliente_95,Joalheria Brilhante,Alimentação,Grande,2022-11-13,2024-05-02,Abertura de Empresa,14466.44,Atrasado,Carlos Oliveira,10,6178.07,57.29
Cliente_45,Dedetizadora Controle,Tecnologia,Médio,2023-10-02,2024-04-14,Auditoria,7407.74,Pendente,Pedro Martins,10,3607.23,51.3
Cliente_57,TechSolutions Ltda,Alimentação,Médio,2022-07-20,2022-10-19,Consultoria Contábil,6362.14,Pendente,Fernanda Lima,8,3719.83,41.53
Cliente_19,Loja Informática,Educação,Pequeno,2021-04-14,2022-11-24,Folha de Pagamento,807.25,Pendente,Ana Silva,8,291.53,63.89
Cliente_67,Depósito Materiais,Alimentação,Pequeno,2023-10-07,2024-06-27,Balanço Patrimonial,1655.18,Atrasado,Fernanda Lima,7,623.4,62.34
Cliente_8,Salão Beleza Total,Tecnologia,Médio,2020-07-28,2022-03-01,Abertura de Empresa,5959.77,Atrasado,Carlos Oliveira,9,2973.3,50.11
Cliente_85,Fábrica Laticínios,Entretenimento,Pequeno,2021-04-29,2023-05-06,Consultoria Contábil,970.22,Pago,Maria Santos,7,554.15,42.88
Cliente_63,Frigorífico Carnes,Serviços,Grande,2021-04-26,2024-08-30,Balanço Patrimonial,19299.73,Atrasado,Juliana Costa,9,7721.26,59.99
Cliente_51,Sorveteria Gelada,Tecnologia,Pequeno,2023-01-03,2025-02-03,Declaração IR,608.04,Pago,Pedro Martins,9,330.51,45.64
Cliente_81,Seguradora Proteção,Comércio Varejista,Médio,2023-04-07,2023-12-26,Regularização Fiscal,7638.8,Atrasado,Maria Santos,10,3797.09,50.29
Cliente_12,Construtora Edificações,Tecnologia,Grande,2020-05-22,2024-06-24,Regularização Fiscal,24206.46,Atrasado,Ana Silva,10,14309.92,40.88
Cliente_78,Autoescola Direção,Comércio Varejista,Pequeno,2021-11-14,2023-09-19,Planejamento Tributário,2516.0,Pendente,Maria Santos,9,1274.5,49.34
Cliente_68,Assistência Técnica,Educação,Pequeno,2020-01-20,2025-02-24,Declaração IR,1417.05,Atrasado,Pedro Martins,7,662.05,53.28
Cliente_93,Construbem,Serviços,Médio,2020-12-31,2021-08-30,Declaração IR,5862.22,Atrasado,Fernanda Lima,10,2292.15,60.9
Cliente_96,Laboratório Análises,Agronegócio,Pequeno,2021-06-05,2024-12-30,Escrituração Contábil,767.95,Atrasado,Ana Silva,9,369.91,51.83
Cliente_79,Laboratório Farmacêutico,Saúde,Pequeno,2022-06-23,2023-10-08,Análise Financeira,1408.31,Atrasado,Juliana Costa,10,723.32,48.64
Cliente_48,Imobiliária Casa Nova,Financeiro,Médio,2021-12-26,2023-01-06,Consultoria Contábil,4851.34,Pendente,Juliana Costa,9,2838.32,41.49
Cliente_29,Corretora Investimentos,Comércio Varejista,Grande,2020-08-22,2024-10-20,Imposto de Renda PJ,8602.94,Pago,Fernanda Lima,10,4356.17,49.36
Cliente_59,Salão Beleza Total,Tecnologia,Médio,2021-03-21,2022-08-08,Regularização Fiscal,3526.86,Atrasado,Ana Silva,7,1608.93,54.38
Cliente_58,Doceria Gourmet,Entretenimento,Grande,2023-02-12,2024-05-24,Consultoria Contábil,11270.54,Pago,Pedro Martins,7,5266.84,53.27
Cliente_67,Depósito Materiais,Alimentação,Pequeno,2023-10-07,2023-11-26,Abertura de Empresa,1497.23,Atrasado,Fernanda Lima,7,759.07,49.3
Cliente_19,Loja Informática,Educação,Pequeno,2021-04-14,2023-11-19,Consultoria Contábil,2062.59,Pendente,Ana Silva,8,862.0,58.21
Cliente_42,Papelaria Escolar,Serviços,Médio,2020-02-13,2022-08-24,Folha de Pagamento,2836.92,Atrasado,José Pereira,8,1462.47,48.45
Cliente_16,Companhia Saneamento,Financeiro,Grande,2020-05-26,2020-11-28,Contabilidade Fiscal,6095.71,Pendente,Maria Santos,8,2521.21,58.64
Cliente_49,Churrascaria Fogo,Construção,Grande,2020-04-20,2020-07-18,Demonstrativo de Resultado,16178.5,Atrasado,Carlos Oliveira,7,6890.01,57.41
Cliente_40,Associação Comercial,Saúde,Médio,2023-10-07,2025-01-05,Consultoria Tributária,3983.12,Atrasado,Roberto Alves,10,1789.57,55.07
Cliente_64,Gráfica Colorida,Agronegócio,Pequeno,2023-03-31,2024-10-07,Demonstrativo de Resultado,569.43,Atrasado,Ana Silva,7,273.53,51.96
Cliente_1,Laboratório Farmacêutico,Serviços,Pequeno,2021-07-17,2022-11-30,Balanço Patrimonial,1122.6,Atrasado,José Pereira,9,349.15,68.9
Cliente_5,Cartório Documentos,Tecnologia,Grande,2023-08-23,2025-04-05,Consultoria Contábil,8125.97,Pago,Juliana Costa,8,4076.21,49.84
Cliente_79,Laboratório Farmacêutico,Saúde,Pequeno,2022-06-23,2023-06-21,Planejamento Tributário,3251.31,Pendente,Juliana Costa,7,1715.17,47.25
Cliente_71,Sorveteria Gelada,Educação,Médio,2020-11-19,2021-03-31,Consultoria Tributária,4113.45,Atrasado,Pedro Martins,8,1989.33,51.64
Cliente_14,Imobiliária Casa Nova,Alimentação,Médio,2022-07-17,2023-01-12,Planejamento Tributário,7546.99,Pendente,Roberto Alves,9,3453.63,54.24
Cliente_80,Cartório Documentos,Comércio Varejista,Pequeno,2020-06-03,2022-05-28,Declaração IR,1704.95,Pendente,Maria Santos,8,873.92,48.74
Cliente_25,Papelaria Escolar,Indústria,Grande,2022-10-07,2022-10-08,Contabilidade Fiscal,6609.42,Pendente,Carlos Oliveira,10,2073.03,68.64
Cliente_45,Dedetizadora Controle,Tecnologia,Médio,2023-10-02,2025-04-27,Demonstrativo de Resultado,2139.57,Pago,Pedro Martins,9,834.61,60.99
Cliente_71,Sorveteria Gelada,Educação,Médio,2020-11-19,2022-09-13,Demonstrativo de Resultado,4663.57,Atrasado,Pedro Martins,8,1670.51,64.18
Cliente_44,Ótica Visual,Serviços,Pequeno,2021-11-07,2024-07-15,Planejamento Tributário,3304.15,Atrasado,Carlos Oliveira,9,1449.67,56.13
Cliente_53,Sorveteria Gelada,Serviços,Médio,2023-02-01,2025-03-02,Folha de Pagamento,2232.88,Atrasado,Carlos Oliveira,9,1205.44,46.01
Cliente_46,Lavanderia Express,Transporte,Pequeno,2023-03-15,2023-05-21,Declaração IR,1132.78,Atrasado,Pedro Martins,10,403.51,64.38
Cliente_15,Clínica Odontológica Sorriso,Educação,Médio,2021-03-05,2025-05-22,Consultoria Tributária,5207.03,Atrasado,Fernanda Lima,10,2857.81,45.12
Cliente_39,Lavanderia Express,Transporte,Grande,2023-11-13,2024-06-21,Balanço Patrimonial,17632.33,Pago,José Pereira,10,7966.26,54.82
Cliente_62,Loja Fashion,Transporte,Pequeno,2021-01-15,2023-11-05,Declaração IR,946.83,Atrasado,Carlos Oliveira,7,517.58,45.34
Cliente_67,Depósito Materiais,Alimentação,Pequeno,2023-10-07,2024-02-19,Abertura de Empresa,2390.92,Pendente,Fernanda Lima,7,956.34,60.0
Cliente_6,Papelaria Escolar,Construção,Grande,2021-07-23,2022-02-19,Balanço Patrimonial,7143.39,Atrasado,Ana Silva,8,2555.65,64.22
Cliente_36,Transportadora Entregas,Serviços,Pequeno,2022-09-22,2024-03-20,Auditoria,3091.05,Pendente,Carlos Oliveira,7,1118.88,63.8
Cliente_45,Dedetizadora Controle,Tecnologia,Médio,2023-10-02,2025-04-16,Auditoria,9802.79,Atrasado,Pedro Martins,9,4530.59,53.78
Cliente_7,Clínica Odontológica Sorriso,Entretenimento,Médio,2021-11-27,2022-08-20,Folha de Pagamento,2933.73,Atrasado,Fernanda Lima,10,1422.55,51.51
Cliente_40,Associação Comercial,Saúde,Médio,2023-10-07,2024-09-11,Consultoria Contábil,5872.27,Pago,Roberto Alves,10,2761.94,52.97
Cliente_12,Construtora Edificações,Tecnologia,Grande,2020-05-22,2024-12-11,Demonstrativo de Resultado,10899.25,Atrasado,Ana Silva,8,6367.72,41.58
Cliente_19,Loja Informática,Educação,Pequeno,2021-04-14,2024-09-28,Consultoria Tributária,3475.88,Pendente,Ana Silva,10,1551.12,55.37
Cliente_9,Borracharia Pneus,Serviços,Médio,2021-12-05,2024-08-04,Contabilidade Fiscal,3565.05,Atrasado,Fernanda Lima,7,1503.4,57.83
Cliente_92,Confeitaria Doces,Financeiro,Grande,2022-03-29,2022-11-03,Auditoria,15917.15,Atrasado,Roberto Alves,8,7391.68,53.56
Cliente_62,Loja Fashion,Transporte,Pequeno,2021-01-15,2023-03-12,Contabilidade Fiscal,1068.56,Pendente,Carlos Oliveira,8,376.05,64.81
Cliente_86,Hotel Conforto,Alimentação,Pequeno,2021-01-02,2021-06-10,Escrituração Contábil,1738.12,Atrasado,Roberto Alves,10,613.3,64.71
Cliente_52,Oficina Mecânica Rápida,Alimentação,Pequeno,2021-07-24,2021-12-13,Análise Financeira,1035.29,Atrasado,Pedro Martins,7,378.17,63.47
Cliente_18,Borracharia Pneus,Saúde,Grande,2023-11-10,2023-11-10,Demonstrativo de Resultado,11094.21,Atrasado,José Pereira,9,4325.86,61.01
Cliente_87,Churrascaria Fogo,Financeiro,Grande,2021-05-23,2023-02-05,Regularização Fiscal,25754.09,Atrasado,Fernanda Lima,8,14312.88,44.42
Cliente_8,Salão Beleza Total,Tecnologia,Médio,2020-07-28,2022-08-23,Balanço Patrimonial,2852.53,Atrasado,Carlos Oliveira,7,1057.07,62.94
Cliente_90,Pizzaria Delícia,Tecnologia,Pequeno,2020-02-18,2023-06-10,Regularização Fiscal,2412.61,Atrasado,José Pereira,8,860.02,64.35
Cliente_50,Loja Fashion,Alimentação,Grande,2021-11-25,2023-12-02,Consultoria Contábil,19048.97,Atrasado,Carlos Oliveira,8,9836.92,48.36
Cliente_63,Frigorífico Carnes,Serviços,Grande,2021-04-26,2025-01-02,Regularização Fiscal,11495.58,Pendente,Juliana Costa,10,5598.05,51.3
Cliente_59,Salão Beleza Total,Tecnologia,Médio,2021-03-21,2024-01-28,Regularização Fiscal,5337.33,Atrasado,Ana Silva,8,2741.46,48.64
Cliente_35,Ateliê Costura,Saúde,Pequeno,2020-04-28,2022-08-17,Balanço Patrimonial,1767.95,Atrasado,José Pereira,7,605.75,65.74
Cliente_94,Auto Peças Silva,Serviços,Grande,2022-06-08,2025-05-21,Consultoria Contábil,13253.11,Pago,Roberto Alves,7,4950.96,62.64
Cliente_81,Seguradora Proteção,Comércio Varejista,Médio,2023-04-07,2025-05-05,Imposto de Renda PJ,3314.43,Atrasado,Maria Santos,9,1526.33,53.95
Cliente_2,Papelaria Escolar,Indústria,Grande,2020-07-28,2023-03-15,Planejamento Tributário,23072.16,Pago,Carlos Oliveira,9,8923.45,61.32
Cliente_5,Cartório Documentos,Tecnologia,Grande,2023-08-23,2025-04-25,Escrituração Contábil,7020.97,Atrasado,Juliana Costa,9,3810.06,45.73
Cliente_80,Cartório Documentos,Comércio Varejista,Pequeno,2020-06-03,2020-07-28,Consultoria Tributária,2334.21,Atrasado,Maria Santos,9,1300.99,44.26
Cliente_2,Papelaria Escolar,Indústria,Grande,2020-07-28,2024-09-23,Contabilidade Fiscal,12784.05,Atrasado,Carlos Oliveira,8,5694.98,55.45
Cliente_68,Assistência Técnica,Educação,Pequeno,2020-01-20,2024-11-19,Folha de Pagamento,881.84,Atrasado,Pedro Martins,10,468.35,46.89
Cliente_31,Clínica Odontológica Sorriso,Construção,Pequeno,2021-06-23,2025-03-07,Planejamento Tributário,3225.5,Atrasado,Maria Santos,7,1018.47,68.42
Cliente_60,SPA Relaxamento,Entretenimento,Grande,2020-05-04,2022-07-29,Planejamento Tributário,23950.9,Pendente,Roberto Alves,10,9072.3,62.12
Cliente_68,Assistência Técnica,Educação,Pequeno,2020-01-20,2024-12-06,Regularização Fiscal,911.67,Pago,Pedro Martins,7,300.13,67.08
Cliente_69,Fábrica Laticínios,Agronegócio,Pequeno,2020-05-30,2023-12-26,Auditoria,4145.81,Atrasado,José Pereira,7,1561.33,62.34
Cliente_75,Açougue Carnes Nobres,Saúde,Grande,2021-03-07,2023-05-17,Planejamento Tributário,23868.11,Atrasado,Roberto Alves,8,9403.58,60.6
Cliente_2,Papelaria Escolar,Indústria,Grande,2020-07-28,2024-05-05,Folha de Pagamento,4402.8,Atrasado,Carlos Oliveira,9,1653.55,62.44
